HPO,UMLS
0007905,C3275963
0007906,C0234708
0007910,NA
0007911,C1836264
0007913,C4024776
0007915,C0339284
0007916,NA
0007917,C1866178
0007920,NA
0007922,C1849151
0007923,NA
0007924,C1853141
0007925,C4024773
0007928,C4024772
0007929,C4024771
0007930,NA
0007932,C4024770
0007933,C1837733
0007935,C1863408
0007936,C1865918
0007937,C4024769
0007939,C0339537
0007941,C1858427
0007942,C0339693
0007943,C1866657
0007944,C4024768
0007945,NA
0007946,C1866805
0007947,C1849398
0007948,C4024767
0007949,NA
0007950,C4024765
0007956,NA
0007957,C0010038
0007958,C4024763
0007961,NA
0007962,C4021857
0007963,C4024762
0007964,C1843486
0007965,C1850069
0007968,C0266568
0007970,C0266573
0007971,C0266537
0007973,C0035313
0007975,C1856478
0007976,C0344523
0007979,C1853394
0007980,C1852548
0007981,NA
0007982,NA
0007984,C4021561
0007985,C4024761
0007986,C1847882
0007987,C4024760
0007988,C4024759
0007989,C4024758
0007990,C1860344
0007992,C0154856
0007993,C4024757
0007994,C0241688
0008000,C0151572
0008001,C3809301
0008002,C1837087
0008003,C1853558
0008005,C1611195
0008007,C1533041
0008008,NA
0008009,C1860785
0008011,C0155100
0008012,NA
0008014,C4024755
0008017,NA
0008019,C2036843
0008020,C3665342
0008024,NA
0008026,C4024754
0008028,C0154850
0008030,C0271069
0008031,C4021560
0008033,NA
0008034,C1834387
0008035,C4021559
0008036,NA
0008037,C0271004
0008038,C1835602
0008039,C1857307
0008041,C1856441
0008043,C2176208
0008045,C4021558
0008046,C4024753
0008047,C4024752
0008048,C4021856
0008049,C4024751
0008050,C4024750
0008051,NA
0008052,C0229197
0008053,C4024748
0008054,C4024747
0008055,C4024746
0008056,C4024745
0008057,C4024744
0008058,C4024743
0008059,C4024742
0008060,C4024741
0008061,C4024740
0008062,C4024739
0008063,C4024738
0008064,C0020757
0008065,C4024737
0008066,C0241054
0008067,C4024736
0008069,C0007114
0008070,C0020678
0008071,C0565599
0008072,C4024735
0008073,C4024734
0008074,C1834349
0008075,C1846017
0008076,C1836872
0008078,C1850162
0008079,C1867932
0008080,C0546297
0008081,C1578482
0008082,C2673401
0008083,C1861376
0008087,C1844712
0008089,C4024733
0008090,C4024732
0008093,C1862083
0008094,C1969238
0008095,C4021556
0008096,C1862147
0008097,C1844520
0008102,C1969289
0008103,C1846853
0008107,C1867132
0008108,C1849293
0008110,C0009081
0008111,C1863403
0008112,C1861239
0008113,C1861873
0008114,C1840420
0008115,C4021555
0008116,C4024731
0008117,C1843985
0008119,C1856746
0008122,C4024730
0008124,C0265646
0008125,C1859224
0008127,C1835574
0008131,C1844848
0008132,C3805726
0008133,C4024729
0008134,C4021554
0008138,C1860449
0008141,C0434717
0008142,C4024728
0008144,C1843986
0008148,C4024727
0008150,C1864179
0008151,C0151872
0008153,C4021553
0008155,C4024726
0008158,C0020474
0008160,C4024725
0008161,C4024724
0008162,C4021552
0008163,C1833054
0008165,C4024723
0008166,C0085131
0008167,C3279397
0008169,C0015503
0008176,C0559506
0008178,C4024721
0008179,C4024720
0008180,C1850309
0008181,C0000744
0008182,C4024719
0008185,C1859979
0008186,C1851720
0008187,C4021551
0008188,C1563716
0008189,C1864570
0008191,C0749420
0008193,C1859014
0008194,C4024718
0008197,C1846228
0008198,C1455734
0008200,C0221002
0008202,C0271586
0008204,C1868007
0008205,C1842404
0008207,C0001403
0008208,C0271844
0008209,C0025322
0008211,C1321907
0008213,C0271623
0008214,C0241011
0008216,C1856017
0008221,C1621895
0008222,C0021361
0008223,C0342162
0008225,C1969546
0008226,C0342527
0008227,C0342198
0008229,C1856129
0008230,NA
0008231,C0342495
0008232,C4021550
0008233,C1858995
0008236,C0271528
0008237,C0220998
0008239,C4024717
0008240,C4024716
0008242,C0033805
0008244,C0220766
0008245,C3665349
0008247,C4021549
0008249,C1112776
0008250,C0475732
0008251,C0349476
0008255,C0342273
0008256,C0206667
0008258,C0001627
0008259,C4021548
0008261,C1851697
0008263,C1848800
0008264,C4021547
0008265,C4024715
0008269,C3806125
0008271,C4020803
0008272,C4024714
0008273,C4024713
0008275,C4024712
0008277,C4020802
0008278,C4024710
0008279,C1850722
0008281,C1859506
0008282,C0268306
0008283,C1864954
0008285,C4024709
0008288,C0751748
0008290,C4024708
0008291,C1306214
0008293,C1837273
0008297,C0268464
0008301,C1854774
0008303,C4024707
0008305,C1845155
0008306,C3151556
0008309,C1860081
0008311,C4024706
0008314,C4020801
0008315,C4015009
0008316,C4021546
0008318,C4024704
0008320,C4024703
0008321,C0015519
0008322,C4014650
0008323,C3151111
0008326,C0936215
0008327,C0403474
0008330,C4024701
0008331,C4024700
0008335,C0002534
0008336,C3151953
0008338,C4024699
0008339,C4024698
0008341,C1704380
0008344,C4024697
0008345,C4024696
0008346,C4024695
0008347,C4020800
0008348,C4021545
0008352,C4024694
0008353,C1856194
0008354,C4024693
0008356,NA
0008357,C4024692
0008358,C0268528
0008360,C4024691
0008361,C4024690
0008362,C1836213
0008363,C1848671
0008364,C4024689
0008365,C4024688
0008366,C0343149
0008368,C0265654
0008369,C4021544
0008371,C4021543
0008372,C4024686
0008373,C4024685
0008376,C1834664
0008383,C1835238
0008386,C1859077
0008388,C3839753
0008390,C4021542
0008391,C3551426
0008392,C0038605
0008393,C4024684
0008394,C1393669
0008396,C4024683
0008398,C4024682
0008399,C4024681
0008400,C4024680
0008401,C4024679
0008402,C1849392
0008404,C0221260
0008407,C1855290
0008410,C1852311
0008414,C1863423
0008416,C1839279
0008417,C0345394
0008418,C1849051
0008419,C0158266
0008420,C4024678
0008421,C1863313
0008422,C1695776
0008423,C4021853
0008424,C1859366
0008425,C1855289
0008428,C1855828
0008430,C4021541
0008432,C4024677
0008433,C4024676
0008434,C1835570
0008435,C1842698
0008436,C1856644
0008437,C2751478
0008438,C1835764
0008439,C0432149
0008440,C4024675
0008441,C0021818
0008442,C1834057
0008443,C0575157
0008444,C1969679
0008445,C1844925
0008447,C2751480
0008449,C1851129
0008450,C1832598
0008451,C1856780
0008452,C1865124
0008453,C0345392
0008454,C1844818
0008455,C1851305
0008456,C2678323
0008457,C1863734
0008458,C1857025
0008459,C0432160
0008460,C4024674
0008461,C4024673
0008462,C1863314
0008463,C4024672
0008464,C4024671
0008465,C0158776
0008467,C0432152
0008468,C1968942
0008469,C1861693
0008470,C1854940
0008472,C1850044
0008473,C4021540
0008475,C2751479
0008476,C1868554
0008477,C4024670
0008478,C1844926
0008479,C1863353
0008480,C0263854
0008482,C4024669
0008483,C1847393
0008484,C1864364
0008486,C1849079
0008488,C1850043
0008489,C3275799
0008490,C1850329
0008491,C4024668
0008494,C2036842
0008496,C0423848
0008497,C4024667
0008498,C4024666
0008499,C4024665
0008501,C2750604
0008504,C4020798
0008507,C4024663
0008509,C3550331
0008511,C0423260
0008513,C0452136
0008515,C4024662
0008516,C4024661
0008517,C4024660
0008518,C4024659
0008519,C4024658
0008523,C4021539
0008527,C1865866
0008528,C0222050
0008529,C1832834
0008537,C1865302
0008541,C1850190
0008542,C0271514
0008544,C1970777
0008551,C0152423
0008554,C1862050
0008555,C4024656
0008559,C1865305
0008568,C0235927
0008569,C4020694
0008572,C1846460
0008573,C3810445
0008577,C1849735
0008583,C4024655
0008586,C2676974
0008587,C4021538
0008588,C1846459
0008589,C1842681
0008591,C4021537
0008593,C1968811
0008596,C4024654
0008598,C4021536
0008605,C1834043
0008606,C1862059
0008607,C1861325
0008608,C1857263
0008609,C1857456
0008610,C4021535
0008615,C4021534
0008619,C0452138
0008625,C4021533
0008628,C4021532
0008629,C0751559
0008631,C4024653
0008633,C4024652
0008635,C4021531
0008636,C4024651
0008639,C0239761
0008640,C4024650
0008643,C2675558
0008647,C4024649
0008648,C4024648
0008651,C4024647
0008652,C1868524
0008653,C0403416
0008655,C4020791
0008656,C4024645
0008659,C0687120
0008660,C0266313
0008661,C0041974
0008663,C0346251
0008664,C4024643
0008665,C0156394
0008666,C4024642
0008668,C0018054
0008669,C0520933
0008670,C0750088
0008672,C1833683
0008675,C4024641
0008676,C0266324
0008677,C3501848
0008678,C1857453
0008682,C0022672
0008683,C1849358
0008684,C4024640
0008687,C1844923
0008689,C0431663
0008691,C4024639
0008694,NA
0008695,C4024638
0008696,C1840396
0008697,C1968706
0008702,C4024637
0008703,C4024636
0008705,C4024635
0008706,C4024634
0008707,C0426320
0008708,C1837379
0008711,C0005001
0008714,C4024633
0008715,C0302885
0008716,C0269133
0008717,C1827184
0008718,C0431697
0008720,C1384582
0008722,C0152443
0008723,C4020788
0008724,C0685840
0008726,C0345309
0008729,C1849575
0008730,C1848178
0008732,C4024631
0008733,C1837380
0008734,C0241355
0008736,C0266435
0008738,C4024630
0008739,C1835380
0008740,C1841680
0008742,C4024629
0008743,C1394030
0008744,C1849357
0008747,C1855622
0008749,C0431527
0008750,C0265756
0008751,C1840311
0008752,C4021530
0008753,C4024628
0008754,C1859158
0008755,C0585984
0008756,C0396064
0008757,C0751575
0008760,C0424323
0008762,C1969697
0008763,C1849683
0008765,C0233762
0008767,C1860219
0008768,C0474420
0008770,C1834433
0008771,C4024627
0008772,C4024626
0008773,C4021529
0008774,C4024625
0008775,C0747987
0008776,C4024624
0008777,C0262665
0008780,C0158713
0008783,C4024623
0008784,C4024622
0008785,C1865363
0008786,C1857186
0008788,C1861528
0008789,C1846157
0008794,C1837487
0008796,C1846339
0008797,C4024621
0008798,C4024620
0008800,C1851542
0008801,C1840062
0008802,C1856920
0008803,NA
0008804,C4024619
0008807,C1328407
0008808,C1969680
0008812,C1860601
0008817,C1848660
0008818,C4024618
0008819,C1863739
0008820,C1968686
0008821,C1837078
0008822,C4024617
0008823,C1853573
0008824,C1849034
0008826,C1859446
0008828,C1855222
0008829,C1846446
0008830,C1969176
0008833,C1834975
0008835,C1846447
0008838,C1857243
0008839,C3536734
0008843,C0029410
0008845,C1855274
0008846,C1855843
0008848,C1861519
0008850,C1857641
0008855,C4024616
0008857,C3149908
0008866,C1832323
0008872,C2674608
0008873,C1849937
0008883,C1840006
0008887,C4024615
0008890,C1860105
0008897,C1859778
0008905,C1866730
0008909,C2674171
0008915,C1859846
0008921,C1850171
0008922,C3148833
0008929,C4024614
0008935,C1845123
0008936,C1853743
0008940,C0476486
0008942,C3807306
0008944,C1836451
0008945,C1835993
0008946,C4021528
0008947,C1860834
0008948,C1866013
0008952,C1969001
0008953,C1840086
0008954,C1864716
0008955,C4024613
0008956,C1836767
0008959,C3150620
0008962,C3805450
0008963,C4024612
0008964,C4024611
0008967,C1855579
0008968,C1850663
0008969,C4024610
0008970,C0410192
0008972,C1835995
0008978,C4024608
0008981,C1843057
0008984,C1969000
0008985,C1835389
0008986,C0221360
0008988,C0240679
0008991,C4024607
0008993,C1835390
0008994,C1866010
0008997,C1866012
0008998,C1846477
0009002,C1835384
0009003,C1837781
0009004,C0240414
0009005,C1834536
0009007,C1862499
0009011,C1868167
0009013,C2930932
0009016,C1846478
0009017,C4024606
0009019,C1837510
0009020,C1855580
0009023,C4021527
0009025,C1866021
0009026,C3805860
0009027,C0085684
0009028,C4024605
0009031,C4024604
0009037,C1866774
0009042,C1846013
0009044,NA
0009045,C4021526
0009046,C0560346
0009049,C1389118
0009050,C4024603
0009051,C1968729
0009053,C1836450
0009054,C2931268
0009055,C1838114
0009056,C4024602
0009058,C1837262
0009059,C0221032
0009060,C3805969
0009062,C3806604
0009063,C1836609
0009064,C0221032
0009067,C4082951
0009069,C1838876
0009071,C0027121
0009072,C1837323
0009073,C1836156
0009077,C4024601
0009084,C1851853
0009085,C1856164
0009087,C4024600
0009088,C1865313
0009090,NA
0009092,C1854934
0009094,C1849350
0009098,C4024599
0009099,C1850968
0009100,C1859377
0009101,C1839277
0009102,C4024598
0009103,C4024597
0009104,C1849305
0009105,C4024596
0009106,C4021525
0009107,C4024595
0009108,C4024594
0009109,C1858529
0009110,C0011981
0009112,C4024593
0009113,C0521532
0009115,C4024592
0009116,C4024591
0009117,C4024590
0009118,C3494426
0009119,C4024588
0009120,C4024587
0009121,C4020785
0009122,C4024585
0009123,C4024584
0009124,C4021524
0009125,C0023787
0009126,C4024583
0009127,C4024582
0009128,C4024581
0009129,C4021523
0009130,C0239830
0009131,C4024580
0009132,C4021522
0009134,C4024579
0009136,C4024578
0009138,C4024577
0009139,C4024576
0009140,C4024575
0009141,C4021521
0009142,C4024574
0009144,C4024573
0009145,C4021520
0009147,C4024572
0009148,C4024571
0009149,C4021519
0009150,C4024570
0009152,C4024569
0009153,C4024568
0009154,C4021518
0009155,C4020783
0009157,C4020782
0009158,C4024566
0009159,C4024565
0009160,C4024564
0009161,C1834034
0009162,C3277750
0009163,NA
0009164,C1968592
0009165,C4024563
0009166,C4024562
0009167,C4024561
0009168,C4024560
0009169,C4021517
0009170,C4024559
0009171,C4024558
0009172,C4021516
0009173,C4024557
0009174,C4024556
0009175,C4024555
0009177,C1836212
0009178,C4024554
0009179,C4021515
0009180,C4024553
0009182,C4024552
0009183,C1865702
0009184,C4024551
0009185,C3554612
0009186,C4024550
0009187,C4024549
0009188,C4024548
0009189,C4024547
0009190,C4024546
0009191,C4024545
0009192,C4024544
0009193,C1860253
0009194,C4024543
0009195,C4021514
0009196,C4021513
0009197,C4024542
0009198,C4021512
0009199,C4024541
0009200,C4024540
0009201,C4024539
0009202,C4024538
0009203,C4024537
0009204,C4024536
0009205,C4024535
0009206,C4024534
0009207,C4024533
0009208,C4024532
0009209,C4024531
0009210,C4024530
0009211,C4024529
0009212,C4024528
0009213,C4021511
0009214,C4024527
0009215,C4024526
0009216,C4024525
0009217,C4024524
0009218,C4024523
0009219,C4024522
0009220,C4024521
0009221,C4024520
0009222,C4024519
0009223,C4024518
0009224,C4021510
0009225,C4024517
0009226,C4021509
0009227,C4021508
0009228,C4024516
0009229,C4024515
0009230,C4024514
0009231,C4024513
0009232,C4024512
0009233,C4024511
0009234,C4024510
0009236,C4024509
0009237,C1842878
0009238,C4024508
0009239,C4024507
0009240,C4024506
0009241,C4024505
0009242,C4024504
0009243,C4024503
0009244,C1868573
0009245,C4024502
0009246,C4024501
0009247,C4024500
0009248,C4024499
0009249,C4024498
0009250,C4024497
0009251,C4024496
0009252,C4024495
0009253,C4024494
0009254,C4024493
0009255,C4024492
0009256,C4024491
0009257,C4024490
0009258,C4024489
0009259,C4024488
0009260,C4021507
0009261,C4024487
0009262,C4021506
0009263,C4024486
0009264,C4024485
0009265,C4024484
0009266,C4024483
0009267,C4024482
0009268,C4024481
0009269,C4024480
0009270,C4024479
0009271,C4021505
0009272,C4024478
0009273,C4024477
0009274,C4021504
0009275,C4024476
0009276,C4021503
0009277,C4024475
0009278,C4024474
0009279,C4024473
0009280,C4021502
0009281,C4024472
0009282,C4024471
0009283,C4021501
0009284,C4021500
0009285,C4024470
0009286,C4024469
0009287,C4024468
0009288,C4024467
0009289,C4024466
0009290,C4021499
0009291,C4024465
0009292,C4024464
0009293,C4024463
0009294,C4021498
0009295,C4021497
0009296,C4024462
0009297,C4024461
0009298,C4024460
0009299,C4024459
0009300,C4020658
0009301,C4021496
0009302,C4024458
0009303,C4024457
0009304,C4024456
0009305,C4021495
0009306,C4024455
0009307,C4024454
0009308,C4024453
0009309,C4024452
0009310,C4020660
0009311,C4024451
0009312,C4024450
0009313,C4024449
0009314,C4024448
0009315,C4024447
0009316,C4021494
0009317,C4021493
0009318,C4024446
0009319,C4021492
0009320,C4024445
0009321,C4024444
0009322,C4024443
0009323,C4024442
0009324,C4024441
0009325,C4024440
0009326,C4024439
0009327,C4024438
0009328,C4021491
0009329,C4024437
0009330,C4024436
0009331,C4021490
0009332,C4024435
0009333,C4024434
0009334,C4024433
0009335,C4024432
0009336,C4024431
0009337,C4024430
0009338,C4024429
0009339,C4024428
0009340,C4024427
0009341,C4024426
0009342,C4024425
0009343,C4024424
0009344,C4024423
0009345,C4021489
0009346,C4024422
0009347,C4024421
0009348,C4024420
0009349,C4021488
0009350,C4024419
0009351,C4024418
0009352,C4024417
0009353,C4024416
0009354,C4024415
0009355,C4024414
0009356,C4021487
0009357,C4021486
0009358,C4021485
0009370,C4024413
0009371,C1862151
0009372,C1832702
0009373,C1862103
0009374,C4024412
0009375,C4024411
0009376,C4024410
0009377,C4021484
0009378,C4024409
0009379,C4024408
0009380,C0728895
0009381,C0239594
0009382,C4024407
0009383,C4024406
0009384,C4024405
0009385,C4024404
0009386,C4024403
0009387,C4024402
0009388,C4024401
0009389,C4024400
0009390,C4024399
0009391,C4024398
0009392,C4021483
0009393,C4024397
0009394,C4024396
0009395,C4024395
0009396,C4024394
0009397,C4024393
0009398,C4024392
0009399,C4024391
0009400,C4024390
0009401,C4024389
0009402,C4024388
0009403,C4021482
0009404,C4024387
0009405,C4024386
0009406,C4021481
0009407,C4024385
0009408,C4024384
0009410,C4024383
0009411,C4024382
0009412,C4024381
0009413,C4024380
0009414,C4024379
0009415,C4024378
0009416,C4024377
0009417,C4021480
0009418,C4024376
0009419,C4024375
0009420,C4021479
0009421,C4024374
0009422,C4024373
0009423,C4024372
0009424,C4021478
0009425,C4024371
0009426,C4021477
0009427,C4024370
0009428,C4024369
0009429,C4024368
0009430,C4021476
0009431,C4024367
0009432,C4024366
0009433,C4024365
0009434,C4024364
0009435,C4024363
0009436,C4024362
0009437,C4024361
0009438,C4021475
0009439,C4021474
0009440,C4021473
0009441,C4024360
0009442,C4024359
0009443,C4021472
0009444,C4021471
0009445,C4024358
0009446,C4024357
0009447,C4024356
0009448,NA
0009449,NA
0009450,C4024355
0009451,C4024354
0009452,C4024353
0009453,C4024352
0009454,C4024351
0009455,C4024350
0009456,C4024349
0009457,C4024348
0009458,C4024347
0009459,C4021470
0009460,C4024346
0009461,C4021469
0009462,C4024345
0009463,C3554614
0009464,C1844891
0009465,C0231679
0009466,C1836189
0009467,C1844709
0009468,C4021468
0009469,C4024344
0009470,C4024343
0009471,C4021467
0009473,C0158113
0009477,C4024342
0009478,C4024341
0009482,C4024340
0009483,C4024339
0009484,C4024338
0009485,C4024337
0009486,C0575803
0009487,C0241521
0009488,C4024336
0009489,C4021466
0009490,C4024335
0009491,C4024334
0009492,C4024333
0009493,C4024332
0009494,C4024331
0009495,C4021465
0009496,C4024330
0009497,C4024329
0009498,C4024328
0009499,C4021464
0009500,C4021463
0009501,C4021462
0009502,C4021461
0009503,C4024327
0009504,C4024326
0009505,C4024325
0009506,C4024324
0009507,C4024323
0009508,C4021460
0009509,C4024322
0009510,C4024321
0009511,C4024320
0009512,C4024319
0009513,C4021459
0009514,C4024318
0009515,C4021458
0009516,C4024317
0009517,C4024316
0009518,C4024315
0009519,C4024314
0009520,C4024313
0009521,C4024312
0009522,C4024311
0009523,C4024310
0009524,C4024309
0009525,C4021457
0009526,C4021456
0009527,C4021455
0009528,C4024308
0009529,C4024307
0009530,C4024306
0009531,C4024305
0009532,C4024304
0009533,C4024303
0009534,C4021454
0009535,C4021453
0009536,C1862142
0009537,C4021452
0009538,C4024302
0009539,C4024301
0009540,C4021451
0009541,C4021450
0009542,C4021449
0009543,C4021448
0009544,C4021447
0009545,C4021446
0009546,C4021445
0009547,C4021444
0009548,C4024300
0009549,C4024299
0009550,C4021443
0009551,C4021442
0009552,C4024298
0009553,C4024297
0009554,C4024296
0009555,C4024295
0009556,C3276744
0009557,C4024294
0009558,C4024293
0009559,C4024292
0009560,C4024291
0009561,C4021441
0009562,C4024290
0009563,C4021440
0009564,C4024289
0009565,C4021439
0009566,C4021438
0009568,C1862144
0009569,C4024288
0009570,C4024287
0009571,C4024286
0009572,C4021437
0009573,C4024285
0009574,C4024284
0009575,C4024283
0009576,C4021436
0009577,C4021435
0009579,C4024282
0009580,C4024281
0009581,C4021434
0009582,C4024280
0009583,C4024279
0009584,C4021433
